08c8e22a2ffb4fe7bf716e8030838350,6,intermediate
8d2a6abb937d44acbd581ac42ba48b30,6,advanced
ddc15c88ce4c4f8a87d200525bc03756,28,beginner
5b18b59875ec4718a38deeff99b26214,28,intermediate
81107d5836c14dae9693d67e6bb17969,28,advanced
5e8a054e976d40c4affc4ca332433cd2,4,beginner
a24ecbda523845f99db5a6298ac95560,4,advanced
7665a13fc4d7478fb78acbd5980a2438,3,beginner
a8f6aa9067c5410aa3690c5a2aa7f593,3,intermediate
9f66a612ef8e4caaa240f73b6ab3ca3e,3,advanced
bac3cc2cf1ba42d188b3c16a546b18c7,5,beginner
79c54e3feb2a4e348f8140c75fbf5f7d,5,advanced
6a5f299dec4d48af9c411d21262f0ee0,11,beginner
6556a21d97ef434f9431ca00f59e1585,11,advanced
6427ce52f2b440389cd768cf1343fcdc,7,beginner
5d9af51bf0d84ff492127953ba8ce5f4,7,intermediate
b966903aff5a400fbea28c27b77f08a9,7,advanced
245ae04604684f40a40d7257467879c1,1,beginner
6480e337a2774e1ba6913fa351d45b96,1,intermediate
8c9510ec136f40178647c4b1d63e2043,1,advanced
5f67082ee7ca4892bc7f1f807a107958,1,allstar
ce053b7858b24381a68057b453618c78,2,beginner
44c9e488f0bc4b52824360e0f988f71b,2,advanced
df0922dca6a94a1a9a262010f413f5c5,10,beginner
08de2c68974a453aacd6967285f31cc3,10,advanced
2427b4c0ec06454383710383d265d2e2,8,beginner
b1d2d6e4d84c4ababff3800b7d06e353,8,intermediate
a2362522a701440daf61761284f47b79,8,advanced
07eac0a36d384280a8dff7779826e896,8,allstar
